street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Đường Mỹ Phước - Bàu Bàng,106.6421443,11.156539,106.6420353,11.1460837,"11.156539,106.6421443;11.1564127,106.6419739;11.1550842,106.6419764;11.149102,106.6420585;11.1480014,106.6421015;11.1460837,106.6420353",60,yes,secondary
Đường Mỹ Phước - Bàu Bàng,106.6421443,11.156539,106.642138,11.1460694,"11.156539,106.6421443;11.1564072,106.6420846;11.1550049,106.6420874;11.1494246,106.6421822;11.1489061,106.6421979;11.1477737,106.6422064;11.1460694,106.642138",80,yes,primary
Đường Mỹ Phước - Bàu Bàng,106.6422312,11.1460545,106.6421443,11.156539,"11.1460545,106.6422312;11.1477767,106.642304;11.1488931,106.6422989;11.1491094,106.6422894;11.1549545,106.6421901;11.1564189,106.6422033;11.156539,106.6421443",80,yes,primary
Đường Mỹ Phước - Bàu Bàng,106.6423203,11.1460371,106.6421443,11.156539,"11.1460371,106.6423203;11.1479524,106.642443;11.1495284,106.6424269;11.1528131,106.6423185;11.1528548,106.6423184;11.154854,106.6423179;11.1564288,106.6423184;11.156539,106.6421443",60,yes,secondary
Đường Mỹ Phước - Bàu Bàng,106.6421471,11.1567784,106.6421443,11.156539,"11.1567784,106.6421471;11.1566937,106.6421462;11.156539,106.6421443",80,,primary
way_1474039270,106.6956245,10.8996581,106.695892,10.8978955,"10.8996581,106.6956245;10.8993002,106.6956751;10.8989877,106.6957226;10.8987727,106.6957424;10.8986148,106.6957812;10.8979923,106.695879;10.8979553,106.6958849;10.8978955,106.695892",,,tertiary
way_1474039271,106.695892,10.8978955,106.6959015,10.8978149,"10.8978955,106.695892;10.8978149,106.6959015",,,tertiary
way_1474163507,107.1390563,10.7325357,107.0991862,10.7319401,"10.7325357,107.1390563;10.7325047,107.1388971;10.7324573,107.1384703;10.7324624,107.1383259;10.7325232,107.1381464;10.732589,107.1380095;10.7329255,107.1376072;10.7329522,107.1375752;10.7331379,107.1373406;10.733306,107.1371282;10.7340005,107.1362507;10.7342164,107.1359859;10.734544,107.1355579;10.7346525,107.1354219;10.7347643,107.1352883;10.7350047,107.1350297;10.735153,107.1348611;10.7352268,107.1347746;10.7353153,107.1346554;10.7354034,107.1345091;10.7354721,107.1343504;10.7355169,107.1342088;10.7355475,107.1340783;10.7356946,107.133451;10.7357415,107.1333003;10.7358053,107.1331635;10.7358229,107.133132;10.7359234,107.1329851;10.7360716,107.1327914;10.7363497,107.1324606;10.7364972,107.1322925;10.7367922,107.131869;10.7368345,107.1317962;10.7368977,107.1316702;10.7369331,107.1315975;10.7369504,107.131532;10.737053,107.1307419;10.7370545,107.1306268;10.737053,107.1305233;10.7370097,107.1303197;10.7369676,107.1300595;10.7369596,107.1298878;10.7369657,107.1298039;10.7369885,107.1296811;10.7371612,107.1289622;10.737181,107.1287774;10.7371858,107.1286629;10.7371072,107.1281337;10.7370465,107.1275669;10.7369603,107.1270336;10.7369267,107.1268811;10.7368773,107.1266376;10.7367785,107.126095;10.7366633,107.1254427;10.736648,107.1253703;10.7366341,107.1252876;10.7365512,107.1248071;10.7365385,107.1246835;10.7365446,107.1245744;10.736592,107.1243652;10.7367238,107.1240162;10.7367653,107.1239055;10.7368418,107.1237114;10.7370389,107.1232116;10.7371718,107.1229289;10.7373246,107.1226107;10.7373602,107.1224876;10.7373614,107.1223815;10.7373405,107.1222784;10.7372166,107.1218627;10.7371971,107.1218126;10.7370238,107.1214426;10.7370021,107.1213963;10.7368925,107.1211623;10.7368093,107.1209477;10.736797,107.1208672;10.7367554,107.120594;10.7366992,107.1201247;10.7366561,107.1197649;10.7366457,107.1196776;10.7366403,107.1196419;10.7365913,107.1193205;10.7365568,107.1190938;10.7365514,107.1190587;10.7364765,107.1185391;10.7364637,107.1184509;10.7364443,107.1183161;10.7364392,107.1181585;10.7364519,107.1180565;10.7364919,107.1177348;10.7365868,107.1164366;10.7365929,107.1163428;10.736603,107.116187;10.7366215,107.1159015;10.7366254,107.1158421;10.7366525,107.1156169;10.7366904,107.1148385;10.7366922,107.1148111;10.7367011,107.1147033;10.7367449,107.1141755;10.7368081,107.1138751;10.7368255,107.1137969;10.7370875,107.1126195;10.7372101,107.1120839;10.7372245,107.1120188;10.7372429,107.1119355;10.7372612,107.1118578;10.7372736,107.1117557;10.737324,107.1113029;10.7373324,107.1112275;10.7373798,107.1107689;10.7374053,107.1105579;10.7374276,107.1103736;10.7374926,107.1098354;10.7374997,107.1096168;10.7374993,107.1095165;10.7374984,107.1094586;10.7374905,107.1093982;10.7374799,107.1093231;10.7374483,107.1091676;10.7373824,107.1088886;10.7373535,107.108776;10.7373166,107.1086714;10.7372823,107.1085882;10.7372217,107.1084741;10.7370615,107.1081963;10.7366359,107.1074584;10.7366074,107.1074113;10.7361692,107.1066876;10.7361491,107.1066543;10.7357745,107.1059925;10.7356511,107.1057746;10.7347739,107.1042124;10.7340208,107.1029057;10.7333621,107.1017627;10.7332012,107.1014834;10.732581,107.1004504;10.7321376,107.099567;10.732043,107.0993786;10.7319401,107.0991862",50,,tertiary
Đường tỉnh 749D,106.4653828,11.1685533,106.4535938,11.163282,"11.1685533,106.4653828;11.1685043,106.4653237;11.168472,106.4652671;11.1684442,106.465195;11.1683597,106.4647148;11.1681781,106.4641209;11.1680519,106.4637259;11.1679903,106.4634572;11.1680014,106.4632425;11.168013,106.4628886;11.1680409,106.4623501;11.1680799,106.4614258;11.1680738,106.4613861;11.1680799,106.461229;11.1680653,106.4610917;11.1678215,106.4603621;11.1677517,106.4601603;11.1676435,106.4598089;11.1674334,106.459108;11.1672037,106.4584945;11.1668667,106.4578893;11.1664738,106.457187;11.1661594,106.4566551;11.1659525,106.4562879;11.1657903,106.4560467;11.1654261,106.4556691;11.1643703,106.4546015;11.1639184,106.4541267;11.1635872,106.4537948;11.1634916,106.4537305;11.1633746,106.4536437;11.163282,106.4535938",,,secondary
way_1474179782,106.4673013,11.1690863,106.4653828,11.1685533,"11.1690863,106.4673013;11.1689855,106.4670751;11.1685927,106.4661913;11.1685758,106.4661027;11.1685534,106.4659282;11.1685478,106.4655192;11.1685521,106.4654686;11.1685533,106.4653828",,,tertiary
Cầu Sinô Trong,106.4674849,11.1691633,106.4673013,11.1690863,"11.1691633,106.4674849;11.1690863,106.4673013",,,tertiary
Văn Tiến Dũng,106.6569043,10.6433847,106.6562341,10.647877,"10.6433847,106.6569043;10.6435548,106.6569526;10.6438615,106.6570022;10.6445782,106.6569143;10.6447844,106.656889;10.6454615,106.6567899;10.6461433,106.6566955;10.6469149,106.6565152;10.6469461,106.6565079;10.6471264,106.6564536;10.647877,106.6562341",,yes,trunk
Nguyễn Ái Quốc,106.8582033,10.6987701,106.8559424,10.6977036,"10.6987701,106.8582033;10.6983533,106.8578157;10.6981579,106.8575584;10.698003,106.8572352;10.697776,106.8562881;10.6977036,106.8559424",,yes,primary
Nguyễn Ái Quốc,106.8559983,10.6974142,106.8585413,10.6975707,"10.6974142,106.8559983;10.6974909,106.8563648;10.697715,106.8572997;10.6977536,106.8576574;10.6977306,106.8579971;10.6975707,106.8585413",,yes,primary
Nguyễn Ái Quốc,106.863565,10.6995202,106.8591114,10.698955,"10.6995202,106.863565;10.6989834,106.8613256;10.6987707,106.8604381;10.6987919,106.859949;10.6988426,106.8595789;10.698955,106.8591114",60,yes,primary
Nguyễn Ái Quốc,106.8594284,10.6978891,106.863634,10.6992333,"10.6978891,106.8594284;10.6981397,106.8597519;10.6983176,106.8600982;10.6984801,106.8604917;10.6986965,106.8613944;10.6992333,106.863634",60,yes,primary
Trường Sa,106.6802611,10.7847545,106.6795093,10.7846817,"10.7847545,106.6802611;10.7847163,106.6801995;10.7846924,106.6801351;10.7846761,106.6800571;10.7846682,106.679976;10.7846682,106.6798784;10.7846817,106.6795093",,yes,tertiary
Nguyễn Ái Quốc,106.8323435,10.6922446,106.831873,10.6921359,"10.6922446,106.8323435;10.6921359,106.831873",,yes,primary
Nguyễn Ái Quốc,106.8421244,10.6945476,106.8323435,10.6922446,"10.6945476,106.8421244;10.6937083,106.8385245;10.6925371,106.8335012;10.6922446,106.8323435",,yes,primary
Nguyễn Ái Quốc,106.8321529,10.6919324,106.8419784,10.6942106,"10.6919324,106.8321529;10.6922486,106.8335632;10.6934212,106.8385925;10.6942106,106.8419784",,yes,primary
Đường 18E,106.6546044,10.8018933,106.6547099,10.8030717,"10.8018933,106.6546044;10.8019037,106.6546053;10.8027026,106.6546754;10.8030717,106.6547099",50,,secondary
way_1474602712,106.6548073,10.8051288,106.6549051,10.8051184,"10.8051288,106.6548073;10.8051184,106.6549051",,,secondary_link
way_1474602713,106.6548297,10.8038969,106.6547255,10.8039058,"10.8038969,106.6548297;10.8039058,106.6547255",,,secondary_link
Đường 18E,106.6546675,10.8032187,106.6547099,10.8030717,"10.8032187,106.6546675;10.8030717,106.6547099",60,yes,secondary
Đường 18E,106.6547099,10.8030717,106.6547756,10.8032116,"10.8030717,106.6547099;10.8032116,106.6547756",50,yes,secondary
Đường tỉnh 827D,106.5888988,10.58653,106.5860395,10.5797275,"10.58653,106.5888988;10.5858185,106.5883271;10.5856302,106.5881722;10.5854469,106.5880656;10.5851987,106.5880714;10.5848207,106.5880748;10.5843606,106.5881119;10.5840939,106.5880816;10.5837665,106.5879868;10.5829959,106.5877258;10.582806,106.5876663;10.5824703,106.5875484;10.5821728,106.5874337;10.5821035,106.5874078;10.5819177,106.5873256;10.5816162,106.5872197;10.5810541,106.5870114;10.5806857,106.5867772;10.5805407,106.5866944;10.5801081,106.5863586;10.5800926,106.5863455;10.5798228,106.5861194;10.5797275,106.5860395",,,secondary
Đường tỉnh 827D,106.5860395,10.5797275,106.5859871,10.579665,"10.5797275,106.5860395;10.579665,106.5859871",,,secondary
Huỳnh Văn Cù,106.6554807,10.9927555,106.6543479,10.9925704,"10.9927555,106.6554807;10.992751,106.6554592;10.9927464,106.6554377;10.9926763,106.6549857;10.9926731,106.6549651;10.9926431,106.6547744;10.9925835,106.6543958;10.9925704,106.6543479",50,,primary
Đinh Bộ Lĩnh,106.3694062,10.3557987,106.3690176,10.3558266,"10.3557987,106.3694062;10.3558266,106.3690176",,,secondary
Đinh Bộ Lĩnh,106.3694062,10.3557987,106.3697382,10.3557775,"10.3557987,106.3694062;10.3557692,106.3694558;10.3557614,106.3696886;10.3557775,106.3697382",,yes,secondary
Đinh Bộ Lĩnh,106.3697382,10.3557775,106.3694062,10.3557987,"10.3557775,106.3697382;10.3558144,106.3696946;10.355826,106.3694569;10.3557987,106.3694062",,yes,secondary
Đinh Bộ Lĩnh,106.3698811,10.3557704,106.3703046,10.3557477,"10.3557704,106.3698811;10.3557372,106.3699405;10.3557213,106.3702362;10.3557477,106.3703046",,yes,secondary
Đinh Bộ Lĩnh,106.3703046,10.3557477,106.3698811,10.3557704,"10.3557477,106.3703046;10.3557766,106.3702391;10.3557908,106.3699414;10.3557704,106.3698811",,yes,secondary
Bạch Đằng,106.4113055,10.5383729,106.410843,10.5359312,"10.5383729,106.4113055;10.5374991,106.4110863;10.5374575,106.4110759;10.5368485,106.4110532;10.5366342,106.4110283;10.5362775,106.410923;10.5362618,106.4109194;10.5359312,106.410843",,,tertiary
way_1475505648,106.6427048,10.9854461,106.6431405,10.984293,"10.9854461,106.6427048;10.9854106,106.642717;10.9844402,106.6431106;10.9843672,106.6431286;10.984293,106.6431405",,yes,primary
Nguyễn Hữu Trí,106.5759144,10.341971,106.575897,10.3420154,"10.341971,106.5759144;10.3420154,106.575897",,,tertiary
way_1476043322,106.6644674,10.983791,106.6644711,10.983702,"10.983791,106.6644674;10.983702,106.6644711",,,secondary_link
way_1476043323,106.6638856,10.9836674,106.6638953,10.9835875,"10.9836674,106.6638856;10.9835875,106.6638953",,,secondary_link
way_1476043324,106.6635207,10.9836193,106.6635311,10.9835425,"10.9836193,106.6635207;10.9835425,106.6635311",,,secondary_link
way_1476043325,106.664893,10.9839042,106.6649184,10.9838255,"10.9839042,106.664893;10.9838255,106.6649184",,,secondary_link
Lê Quang Hòa,106.6572339,10.8794436,106.6564675,10.879373,"10.8794436,106.6572339;10.879373,106.6564675",,yes,tertiary
Lê Quang Hòa,106.6557396,10.8793059,106.6546256,10.8791386,"10.8793059,106.6557396;10.8792514,106.6551474;10.8792095,106.6546932;10.8791386,106.6546256",,yes,tertiary
Lê Quang Hòa,106.6564675,10.879373,106.6557396,10.8793059,"10.879373,106.6564675;10.8793059,106.6557396",,yes,tertiary
Lê Quang Hòa,106.6579725,10.8794452,106.6573385,10.8794533,"10.8794452,106.6579725;10.8794964,106.6578064;10.8794533,106.6573385",,yes,tertiary
Lê Quang Hòa,106.6573385,10.8794533,106.6572339,10.8794436,"10.8794533,106.6573385;10.8794436,106.6572339",,yes,tertiary
Lê Quang Hòa,106.6546256,10.8791386,106.6579725,10.8794452,"10.8791386,106.6546256;10.879091,106.654695;10.8791293,106.6551797;10.8791619,106.6555462;10.8791773,106.6557658;10.8792426,106.6564927;10.8792468,106.6565361;10.8793166,106.657242;10.8793198,106.6572802;10.879326,106.6573855;10.879373,106.657787;10.8794452,106.6579725",,yes,tertiary
Lê Thị Riêng,106.6548859,10.8762956,106.6546256,10.8791386,"10.8762956,106.6548859;10.8768191,106.6548399;10.8773757,106.6547909;10.8777497,106.654758;10.8783083,106.6547047;10.8791386,106.6546256",50,yes,tertiary
Lê Quang Hòa,106.6579725,10.8794452,106.6580894,10.879456,"10.8794452,106.6579725;10.879456,106.6580894",,,tertiary
Đường Quốc lộ 13 cũ,106.7211146,10.8636709,106.7210298,10.8638124,"10.8636709,106.7211146;10.863759,106.721063;10.8638124,106.7210298",,,trunk
Đỗ Mười,106.721063,10.863759,106.7220967,10.8642784,"10.863759,106.721063;10.8642784,106.7220967",60,yes,trunk
Đỗ Mười,106.7210298,10.8638124,106.7220716,10.8643343,"10.8638124,106.7210298;10.8643343,106.7220716",,yes,trunk
Độc Lập,107.054844,10.6062578,107.0546564,10.6055999,"10.6062578,107.054844;10.6061211,107.0547946;10.605843,107.0547123;10.6055999,107.0546564",60,yes,trunk
Đại lộ Độc Lập,106.743686,10.8841542,106.7442763,10.8838312,"10.8841542,106.743686;10.8840369,106.7439004;10.8838879,106.7441727;10.8838312,106.7442763",,yes,secondary
Lê Văn Khương,106.649628,10.8645576,106.6496989,10.8632087,"10.8645576,106.649628;10.8644696,106.649633;10.864198,106.6496485;10.8640015,106.6496588;10.8632995,106.6496956;10.8632087,106.6496989",50,,secondary
Lê Văn Khương,106.6495929,10.8653924,106.649628,10.8645576,"10.8653924,106.6495929;10.8652894,106.6495298;10.8650687,106.649537;10.8646628,106.6495497;10.8645576,106.649628",50,yes,secondary
Lê Văn Khương,106.649628,10.8645576,106.6495929,10.8653924,"10.8645576,106.649628;10.864665,106.6496962;10.8650735,106.6496818;10.8652884,106.6496739;10.8653924,106.6495929",,yes,secondary
Đường Hùng Vương,106.6770686,11.0210846,106.6780407,11.0254634,"11.0210846,106.6770686;11.0221874,106.6773215;11.0236677,106.6776489;11.0252192,106.6779814;11.0254634,106.6780407",,yes,secondary
way_1476784744,106.7815538,11.0616839,106.7815908,11.0615802,"11.0616839,106.7815538;11.0615802,106.7815908",,,primary_link
way_1476784745,106.7761827,11.0583161,106.7761314,11.0583895,"11.0583161,106.7761827;11.0583895,106.7761314",,,primary_link
way_1476911060,106.6895636,11.1796999,106.689561,11.1797853,"11.1796999,106.6895636;11.1797853,106.689561",,,primary_link
Đường Bình Đông,106.6594719,10.7479432,106.657847,10.7473339,"10.7479432,106.6594719;10.7478205,106.6590795;10.747599,106.6585222;10.747367,106.6579375;10.7473339,106.657847",,,tertiary
way_1477337775,107.0641253,10.4690703,107.0642232,10.4690702,"10.4690703,107.0641253;10.4690702,107.0642232",,,secondary_link
way_1477340082,107.0642476,10.4641707,107.0641293,10.464174,"10.4641707,107.0642476;10.464174,107.0641293",,,secondary_link
way_1477340532,107.0100885,10.4966838,107.0102036,10.496684,"10.4966838,107.0100885;10.496684,107.0102036",,,secondary_link
way_1477340536,107.016865,10.5061108,107.0167313,10.5061757,"10.5061108,107.016865;10.5061757,107.0167313",,,secondary_link
way_1477340537,107.0180513,10.5086077,107.0181673,10.5085553,"10.5086077,107.0180513;10.5085553,107.0181673",,,secondary_link
way_1477340538,107.0154298,10.5036755,107.0155411,10.5036024,"10.5036755,107.0154298;10.5036024,107.0155411",,,secondary_link
way_1477340539,107.0158712,10.5044953,107.0159778,10.5044423,"10.5044953,107.0158712;10.5044423,107.0159778",,,secondary_link
way_1477340540,107.0156208,10.5040302,107.0157313,10.5039683,"10.5040302,107.0156208;10.5039683,107.0157313",,,secondary_link
way_1478651243,106.3888054,10.9285879,106.3922963,10.9124391,"10.9285879,106.3888054;10.9271719,106.3889997;10.9262757,106.38919;10.9124391,106.3922963",,,tertiary
way_1478651244,106.3924109,10.9124504,106.3889197,10.9285182,"10.9124504,106.3924109;10.9262843,106.3892839;10.9285182,106.3889197",,,tertiary
way_1478659954,106.8356017,10.9487177,106.8358751,10.9483222,"10.9487177,106.8356017;10.9485416,106.8357234;10.9483222,106.8358751",,yes,primary
Nguyễn Phúc Chu,106.839532,10.9435399,106.8399001,10.9430677,"10.9435399,106.839532;10.9430677,106.8399001",,yes,primary
Nguyễn Phúc Chu,106.8400226,10.9431747,106.8396649,10.9436296,"10.9431747,106.8400226;10.9436296,106.8396649",,yes,primary
Đường Đỗ Văn Thi,106.8508742,10.9386426,106.8442958,10.9386267,"10.9386426,106.8508742;10.9387019,106.8506063;10.9388425,106.8499212;10.9389009,106.8495939;10.9390295,106.8488724;10.9390989,106.8484748;10.9391032,106.8484272;10.9391154,106.8482759;10.939127,106.8481321;10.9391283,106.8480388;10.9391202,106.8479567;10.9390585,106.847475;10.9390005,106.8470621;10.9389387,106.8466219;10.9389229,106.8465094;10.9389017,106.8463456;10.9388559,106.8459906;10.9387888,106.845485;10.9386516,106.8444817;10.9386267,106.8442958",,,tertiary
way_1478659969,106.8434742,10.9387739,106.8434742,10.9387739,"10.9387739,106.8434742;10.9387402,106.8433874;10.938691,106.8433287;10.9386735,106.8433078;10.9385852,106.8432545;10.9385447,106.8432459;10.9384845,106.8432331;10.9383827,106.843246;10.9383123,106.8432809;10.9382903,106.8432918;10.9382175,106.8433655;10.9381719,106.8434593;10.9381601,106.8435512;10.9381586,106.843563;10.9381789,106.8436656;10.9382042,106.8437098;10.9382306,106.8437559;10.9383091,106.8438249;10.9383207,106.8438296;10.9383435,106.8438388;10.9384054,106.843864;10.9384502,106.8438662;10.9384815,106.8438677;10.938509,106.843869;10.9385672,106.8438516;10.9386084,106.8438393;10.938693,106.8437782;10.9387533,106.8436923;10.9387672,106.8436447;10.9387828,106.8435911;10.9387783,106.8434856;10.9387739,106.8434742",,yes,primary
Đường Đỗ Văn Thi,106.8432459,10.9385447,106.8427737,10.938434,"10.9385447,106.8432459;10.938434,106.8427737",,yes,tertiary
Đường Đỗ Văn Thi,106.8442958,10.9386267,106.8437782,10.938693,"10.9386267,106.8442958;10.938693,106.8437782",,yes,tertiary
Đường Đỗ Văn Thi,106.8427737,10.938434,106.8432809,10.9383123,"10.938434,106.8427737;10.9383123,106.8432809",,yes,tertiary
Đường Đỗ Văn Thi,106.8439137,10.9383899,106.8442958,10.9386267,"10.9383899,106.8439137;10.9386267,106.8442958",,yes,tertiary
Đường Đỗ Văn Thi,106.8438388,10.9383435,106.8439137,10.9383899,"10.9383435,106.8438388;10.9383899,106.8439137",,yes,tertiary
way_1479611479,106.7313054,10.7130826,106.7313319,10.7130001,"10.7130826,106.7313054;10.7130329,106.7313235;10.7130001,106.7313319",,yes,secondary
way_1479611480,106.7314075,10.7131075,106.7314323,10.7130231,"10.7131075,106.7314075;10.7130231,106.7314323",,,secondary
Hoàng Quốc Việt,106.7314075,10.7131075,106.7313054,10.7130826,"10.7131075,106.7314075;10.7131003,106.731378;10.7130826,106.7313054",,yes,secondary
Hoàng Quốc Việt,106.7314323,10.7130231,106.7315421,10.7130483,"10.7130231,106.7314323;10.7130483,106.7315421",60,yes,secondary
way_1479611483,106.7315421,10.7130483,106.7315201,10.7131351,"10.7130483,106.7315421;10.7130917,106.7315333;10.7131351,106.7315201",,yes,secondary
way_1480002422,106.3511625,10.5442514,106.3512578,10.5443206,"10.5442514,106.3511625;10.5443206,106.3512578",,,primary_link
way_1480002423,106.3509596,10.5440501,106.351048,10.5441402,"10.5440501,106.3509596;10.5441402,106.351048",,,primary_link
Đường cao tốc Biên Hòa – Vũng Tàu,106.9499862,10.8129314,106.9453214,10.8274855,"10.8129314,106.9499862;10.8159575,106.9490832;10.8235335,106.9466331;10.8274855,106.9453214",80,yes,motorway
Đường cao tốc Biên Hòa – Vũng Tàu,106.9451214,10.8274334,106.9497885,10.8129874,"10.8274334,106.9451214;10.8234613,106.9464399;10.8158972,106.9488858;10.8129874,106.9497885",80,yes,motorway
Chợ Chiều,106.9413203,10.9567288,106.9399816,10.9574105,"10.9567288,106.9413203;10.9574105,106.9399816",,,tertiary
Chợ Chiều,106.9415081,10.9566761,106.9413203,10.9567288,"10.9566761,106.9415081;10.9567288,106.9413203",,,tertiary
way_1482120448,106.9293704,10.7768061,106.928957,10.7758731,"10.7768061,106.9293704;10.7758731,106.928957",,yes,motorway_link
way_1482251705,106.6538198,10.7549806,106.6537508,10.7549668,"10.7549806,106.6538198;10.7549668,106.6537508",,,secondary_link
Đường dẫn cao tốc Thành phố Hồ Chí Minh - Long Thành - Dầu Giây,106.7560695,10.7939566,106.755777,10.7939437,"10.7939566,106.7560695;10.7939556,106.7559363;10.7939473,106.7558033;10.7939437,106.755777",,yes,motorway
Đi Long Thành,107.028856,10.6728248,107.0298657,10.6725008,"10.6728248,107.028856;10.6726718,107.0293945;10.6726282,107.0295404;10.6725242,107.0298014;10.6725008,107.0298657",,yes,motorway_link
Đi Cao tốc Thành phố Hồ Chí Minh - Long Thành - Dầu Giây,106.8306345,10.7861992,106.8308714,10.7863493,"10.7861992,106.8306345;10.7863493,106.8308714",,yes,motorway_link
Đi Nhơn Trạch,106.8306952,10.7863821,106.8306345,10.7861992,"10.7863821,106.8306952;10.7861992,106.8306345",,yes,motorway_link
Đi Nhơn Trạch,106.8309105,10.7873234,106.8306952,10.7863821,"10.7873234,106.8309105;10.7871027,106.8308599;10.7870065,106.8308379;10.7867424,106.8307775;10.7863821,106.8306952",60,yes,motorway_link
Đi Cao tốc Thành phố Hồ Chí Minh - Long Thành - Dầu Giây,106.8308714,10.7863493,106.8310685,10.7872609,"10.7863493,106.8308714;10.7867072,106.8309516;10.7872609,106.8310685",60,yes,motorway_link
way_1482397119,106.3453206,10.38982,106.3451649,10.3899756,"10.38982,106.3453206;10.389868,106.3453274;10.3899068,106.3453188;10.3899432,106.345288;10.3899638,106.3452399;10.3899756,106.3451649",,,trunk_link
way_1482397121,106.3345242,10.3847467,106.3345402,10.3848236,"10.3847467,106.3345242;10.3848236,106.3345402",,,trunk_link
Võ Văn Bích,106.6141064,10.9361444,106.6142714,10.9363485,"10.9361444,106.6141064;10.9363485,106.6142714",,,tertiary
way_1482496748,107.0821447,10.4626246,107.0820433,10.4627065,"10.4626246,107.0821447;10.4627065,107.0820433",,,secondary_link
way_1482496749,107.0916396,10.474435,107.0914793,10.4744684,"10.474435,107.0916396;10.4744684,107.0914793",,yes,secondary_link
Bùi Thanh Vân,106.3509645,11.0404564,106.3495458,11.0423554,"11.0404564,106.3509645;11.0407852,106.3506882;11.0411144,106.3504451;11.0414433,106.3502172;11.0416632,106.3500613;11.0421129,106.3497424;11.0423554,106.3495458",,,tertiary
Xa lộ Hà Nội,106.8325634,10.8991512,106.833642,10.8993927,"10.8991512,106.8325634;10.8993813,106.8332078;10.8993927,106.833642",40,yes,trunk
Xa lộ Hà Nội,106.826674,10.8964964,106.827461,10.8971288,"10.8964964,106.826674;10.8966617,106.8267858;10.8967811,106.8268952;10.896853,106.8270031;10.8970081,106.8272521;10.8971288,106.827461",40,yes,trunk
Cầu vượt Tân Vạn,106.827461,10.8971288,106.8325634,10.8991512,"10.8971288,106.827461;10.8975447,106.8282282;10.8976194,106.8283836;10.8977466,106.8286725;10.8978053,106.8288277;10.8983014,106.830113;10.898623,106.8310516;10.8988637,106.8317621;10.8991512,106.8325634",40,yes,trunk
Văn Tiến Dũng,106.6512901,10.6666454,106.6513461,10.666765,"10.6666454,106.6512901;10.6667077,106.6513236;10.666765,106.6513461",,yes,trunk
Văn Tiến Dũng,106.6511605,10.6667605,106.6512901,10.6666454,"10.6667605,106.6511605;10.6666454,106.6512901",,yes,trunk
Đi Bình Chuẩn,106.5749549,10.9099784,106.5759055,10.910645,"10.9099784,106.5749549;10.910645,106.5759055",60,yes,motorway_link
Đường tỉnh 771B,106.8578021,10.8816069,106.8578742,10.8817562,"10.8816069,106.8578021;10.8817562,106.8578742",50,,tertiary
way_1484482523,106.7260341,10.6660482,106.7261249,10.6660787,"10.6660482,106.7260341;10.6660787,106.7261249",,,secondary_link
Đường Cầu Mên,107.0783476,10.8128628,107.0839537,10.8055202,"10.8128628,107.0783476;10.8055202,107.0839537",,,tertiary
Đường Cầu Mên,107.0772644,10.8143407,107.0783476,10.8128628,"10.8143407,107.0772644;10.8142889,107.0772815;10.8142397,107.077303;10.8141926,107.077329;10.814148,107.0773593;10.8128628,107.0783476",,,tertiary
Đường Cầu Mên,107.0958499,10.7898122,107.097766,10.7872379,"10.7898122,107.0958499;10.7892725,107.0962506;10.7872379,107.097766",,,tertiary
Đường Cầu Mên,107.0947764,10.7912297,107.0958499,10.7898122,"10.7912297,107.0947764;10.7898122,107.0958499",,,tertiary
Đường Cầu Mên,107.094071,10.792161,107.0947764,10.7912297,"10.792161,107.094071;10.7912297,107.0947764",,,tertiary
Đường Cầu Mên,107.093001,10.7935739,107.094071,10.792161,"10.7935739,107.093001;10.7934073,107.0931272;10.792161,107.094071",,,tertiary
Đường 2 Tháng 9,107.0934113,10.363262,107.0916776,10.3606552,"10.363262,107.0934113;10.3627885,107.093106;10.3627688,107.0930922;10.3606552,107.0916776",,yes,primary
way_1484510397,107.0918545,10.3606758,107.0916776,10.3606552,"10.3606758,107.0918545;10.3606552,107.0916776",,,primary_link
Cầu vượt Tỉnh lộ 10,106.5913718,10.7592642,106.5914119,10.7590325,"10.7592642,106.5913718;10.7591408,106.5913931;10.7590325,106.5914119",,yes,trunk
Đường tỉnh 873,106.641633,10.3932743,106.6422045,10.3924262,"10.3932743,106.641633;10.3924262,106.6422045",,,secondary
Đường tỉnh 873,106.6422045,10.3924262,106.6331991,10.3801863,"10.3924262,106.6422045;10.3921208,106.6424454;10.3920801,106.6424743;10.3920263,106.6425202;10.3917785,106.642691;10.3915471,106.6428506;10.3899275,106.643932;10.3897837,106.644029;10.3888484,106.6446601;10.388738,106.6447163;10.3886668,106.6447377;10.3885823,106.6447437;10.3885296,106.6447055;10.3884557,106.6446251;10.3883536,106.6445049;10.386446,106.6419018;10.38613,106.6414598;10.3859522,106.6412104;10.3857251,106.6409102;10.3852107,106.6401941;10.3848769,106.639722;10.3845386,106.6392427;10.3844358,106.6390915;10.3844242,106.6390691;10.3843611,106.6389822;10.384142,106.6386805;10.3840248,106.638519;10.3839312,106.6383885;10.3836521,106.6380032;10.3836311,106.6379742;10.3835467,106.6378576;10.3822386,106.6361117;10.3819223,106.6356733;10.3818626,106.6355862;10.3816479,106.6352727;10.3814108,106.6349338;10.3813243,106.6348054;10.3811723,106.6345905;10.3810124,106.6343575;10.3808562,106.6341373;10.3806881,106.6339003;10.3806136,106.6337983;10.3801863,106.6331991",,,secondary
Tôn Đức Thắng,106.7074623,10.780979,106.7075111,10.7809356,"10.780979,106.7074623;10.7809356,106.7075111",,yes,primary
