street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Nguyễn Thị Rành,106.4785883,11.0157845,106.4869273,11.0333011,"11.0157845,106.4785883;11.015817,106.4786206;11.0158418,106.4786453;11.0166055,106.4794043;11.0168794,106.4796875;11.0169593,106.4797956;11.0170192,106.4799107;11.0170886,106.4801031;11.0171233,106.4802029;11.0172921,106.4806886;11.0173964,106.4811979;11.0174746,106.4817184;11.0175703,106.482426;11.0176758,106.4829338;11.0176991,106.4830331;11.0177534,106.4831777;11.017852,106.4833084;11.0179291,106.4833807;11.0181009,106.4834965;11.0183895,106.4836279;11.0188165,106.4838174;11.0192479,106.48395;11.0193573,106.4839836;11.0198204,106.4840836;11.0207934,106.4842843;11.0216667,106.4844389;11.0225856,106.4845954;11.0231829,106.4846972;11.0232411,106.4847071;11.0242418,106.4848735;11.0249662,106.484994;11.0263797,106.4852289;11.0265178,106.4852495;11.0272397,106.4853571;11.0284042,106.4855306;11.0291304,106.4856321;11.0295507,106.4856908;11.0305207,106.4858485;11.0308457,106.4859056;11.0312345,106.485972;11.0315088,106.4860344;11.031683,106.4860834;11.0317429,106.4861019;11.0318532,106.4861359;11.0320543,106.4862201;11.0322806,106.4863444;11.0327478,106.4866192;11.0331574,106.4868406;11.0333011,106.4869273",,,secondary
way_175468545,106.9663871,11.1089285,106.9596831,11.1316224,"11.1089285,106.9663871;11.1095267,106.9667691;11.109583,106.9668096;11.1096346,106.9668563;11.1096727,106.9668983;11.109707,106.9669435;11.1097346,106.9670065;11.1098733,106.9677715;11.111221,106.9673053;11.1114688,106.9672202;11.1118916,106.967075;11.11248,106.966873;11.1125968,106.9668329;11.113652,106.9664888;11.1140187,106.9663692;11.1141318,106.9663273;11.1149091,106.9660789;11.1153022,106.9659533;11.1162737,106.9656034;11.1164547,106.9655112;11.1166184,106.9653223;11.11716,106.9645941;11.117242,106.9644838;11.1174562,106.9641951;11.1179452,106.9634836;11.1183534,106.9629452;11.1184917,106.9627768;11.1185293,106.962731;11.1187441,106.9625471;11.118809,106.9624968;11.1211554,106.9607725;11.121484,106.9605381;11.1217529,106.960348;11.1220148,106.9601629;11.122084,106.9601138;11.122357,106.9599201;11.1237718,106.9589625;11.1238797,106.9588982;11.1240508,106.9588177;11.1242324,106.9587842;11.1245825,106.9587364;11.1267047,106.9585064;11.1273666,106.9584358;11.1274386,106.9584262;11.1278899,106.9583745;11.1281485,106.9583449;11.1283051,106.9583604;11.1284577,106.9583872;11.1286934,106.9584728;11.1293367,106.9587627;11.1293932,106.9587868;11.129767,106.9589464;11.1302631,106.9591416;11.1302928,106.9591533;11.1307184,106.9592884;11.1310263,106.9594172;11.1313201,106.9595483;11.1316224,106.9596831",,,tertiary
Lê Lợi,106.702352,10.7755164,106.7029698,10.7761671,"10.7755164,106.702352;10.7756229,106.7024532;10.7756762,106.7025038;10.7757361,106.7025607;10.7757431,106.7025673;10.7759452,106.7027592;10.7760877,106.7028944;10.7761671,106.7029698",,yes,tertiary
Cây Dầu,106.8960905,10.7407347,106.8823583,10.7330604,"10.7407347,106.8960905;10.7405119,106.8953955;10.7404982,106.8953703;10.7404065,106.895202;10.7402551,106.8950232;10.7401473,106.8949168;10.7398648,106.8946377;10.7397402,106.8945147;10.739092,106.8938151;10.7385534,106.8932688;10.7384057,106.8931186;10.7383222,106.8930039;10.7382951,106.8929254;10.7382823,106.8928258;10.738253,106.8920446;10.7382071,106.8918952;10.7381429,106.8918064;10.7380603,106.8917317;10.7378604,106.891542;10.7377229,106.8914115;10.7376114,106.8912764;10.7375786,106.8912367;10.7374914,106.8910873;10.737395,106.8909332;10.7372576,106.890746;10.7370991,106.89053;10.7365141,106.889733;10.7363673,106.8895041;10.7362939,106.8893921;10.736248,106.88928;10.7358346,106.8874007;10.7355386,106.8862584;10.7354779,106.8859916;10.7354107,106.8857713;10.7353808,106.8857028;10.7353064,106.8855684;10.7352615,106.8854911;10.7352315,106.8854441;10.735129,106.8852949;10.7342555,106.8840574;10.733787,106.8833918;10.7334224,106.8828732;10.7330604,106.8823583",50,,tertiary
Trần Văn Ơn,106.3608613,10.3097063,106.359311,10.3039491,"10.3097063,106.3608613;10.3094871,106.3608046;10.3094473,106.3607944;10.3081801,106.3604535;10.3070642,106.360174;10.307023,106.3601621;10.3054952,106.3597683;10.3051232,106.3596671;10.3045146,106.3595028;10.3044164,106.3594728;10.3039491,106.359311",,,tertiary
Lý Thường Kiệt,106.3608613,10.3097063,106.3628731,10.3094482,"10.3097063,106.3608613;10.3096767,106.3611722;10.3096733,106.3612074;10.309472,106.3627058;10.3094482,106.3628731",,,primary
Đường Võ Thị Sáu,106.632568,11.1468317,106.672855,11.1611729,"11.1468317,106.632568;11.1476668,106.6333928;11.1481116,106.6338213;11.1495086,106.6350442;11.1499134,106.635434;11.1514194,106.6368087;11.151692,106.6370583;11.151969,106.637312;11.1526012,106.637891;11.1539565,106.6392948;11.1545661,106.6399261;11.1549658,106.6403424;11.1556498,106.6410547;11.155682,106.6410892;11.1559958,106.6414162;11.1561254,106.6415513;11.1564513,106.6418938;11.1565295,106.6419737;11.1566259,106.642075;11.1566937,106.6421462;11.1567514,106.6422055;11.1568473,106.6423041;11.1575842,106.6430838;11.1577058,106.6432125;11.1585899,106.6441653;11.1595084,106.645147;11.1597517,106.645407;11.1599641,106.6456339;11.1607536,106.6464774;11.1609829,106.6466931;11.161431,106.6469951;11.1633359,106.648232;11.1650785,106.6494186;11.166359,106.6503175;11.1679605,106.6512991;11.1681369,106.6514034;11.1681969,106.6516767;11.1682139,106.6517781;11.1682216,106.6518241;11.1682292,106.6518986;11.1682498,106.6521009;11.1681687,106.6528596;11.1680417,106.6539815;11.1678688,106.6553586;11.1676395,106.6575124;11.1674138,106.6594001;11.1672973,106.6605651;11.1672233,106.6610685;11.1671844,106.6612575;11.1670469,106.6617193;11.1668211,106.6624492;11.1666835,106.6628411;11.1665813,106.6630641;11.1663802,106.6633014;11.1660451,106.6636933;11.1659296,106.6638374;11.1657135,106.6641068;11.1654595,106.664416;11.1652302,106.6648619;11.1650044,106.6653401;11.1644912,106.6663338;11.1641261,106.6670408;11.162842,106.6696009;11.1625351,106.6701726;11.162006,106.671219;11.161438,106.6723732;11.1611729,106.672855",,,tertiary
Đường 2 Tháng 9,106.6698838,11.1454422,106.6069662,11.154513,"11.1454422,106.6698838;11.1455419,106.669279;11.1455979,106.6688891;11.145704,106.6681508;11.1457614,106.6677516;11.1459304,106.6665788;11.1459751,106.6662683;11.1459968,106.6661213;11.1460131,106.6659736;11.1460258,106.6657907;11.1460302,106.6656074;11.1460476,106.6631485;11.146052,106.6629344;11.1461274,106.660868;11.1461337,106.6607586;11.1461776,106.6599961;11.1462358,106.6590582;11.1462572,106.6583283;11.146262,106.6578063;11.1462552,106.6572958;11.1462518,106.6570442;11.1462482,106.6563775;11.146193,106.6550894;11.1461377,106.654361;11.1460187,106.6534019;11.1459072,106.6527066;11.1458506,106.6523042;11.1457992,106.6519027;11.1457743,106.6516176;11.1457456,106.6512654;11.1457066,106.6506771;11.1456973,106.6505828;11.145675,106.6502927;11.1454679,106.6476322;11.1454195,106.6468685;11.1454161,106.6464533;11.1454295,106.6462599;11.1454541,106.6461432;11.1454748,106.6459747;11.1457476,106.6441763;11.1458418,106.6435699;11.145928,106.6430149;11.1459651,106.6427757;11.1460371,106.6423203;11.1460545,106.6422312;11.1460616,106.6421945;11.1460694,106.642138;11.1460837,106.6420353;11.1462493,106.6410655;11.1464209,106.6396717;11.1466073,106.6382148;11.1466099,106.6381738;11.1466604,106.637397;11.1466867,106.6369936;11.1466984,106.6366628;11.1467394,106.6355055;11.1467592,106.6348575;11.1468293,106.6329048;11.1468317,106.632568;11.1468309,106.632199;11.1468032,106.6317022;11.1467696,106.6312362;11.1467317,106.6307491;11.1466965,106.6301464;11.146669,106.6297415;11.1466576,106.6294664;11.1466532,106.6293043;11.1466557,106.6291669;11.1466748,106.6290473;11.1467017,106.6289292;11.1467361,106.6288132;11.1467776,106.6287008;11.1468262,106.6285913;11.1473633,106.6275625;11.1479653,106.6264332;11.1482953,106.6257891;11.1484944,106.6254883;11.148534,106.6254224;11.1488447,106.6250036;11.1491316,106.6246349;11.1493995,106.6242907;11.1494528,106.6242348;11.1499039,106.6236816;11.1501376,106.6234018;11.1503365,106.6231515;11.1504426,106.6230179;11.1505192,106.6229237;11.1507865,106.6226071;11.151089,106.6222481;11.1512651,106.6219771;11.1513929,106.6216604;11.1515107,106.6213261;11.1515206,106.6212979;11.1518141,106.6202421;11.1520927,106.61919;11.1521594,106.6189491;11.1522998,106.6184334;11.1523073,106.6184058;11.1525392,106.6175535;11.1525833,106.6174186;11.1528125,106.6165208;11.1530239,106.6157217;11.1531296,106.6153223;11.1531934,106.6151045;11.1533529,106.6145545;11.1535247,106.6139617;11.1535612,106.6138196;11.1540106,106.6121344;11.154214,106.6113716;11.1542409,106.6112708;11.1544284,106.6106447;11.1544622,106.6105317;11.154573,106.6101522;11.1545969,106.6100538;11.1546627,106.6098217;11.1548387,106.6091812;11.1548612,106.6090533;11.1549182,106.6088364;11.1549324,106.6085749;11.1549182,106.6083859;11.1548526,106.6080657;11.1548441,106.6080438;11.1546939,106.6076086;11.1546419,106.6074428;11.1545993,106.6072868;11.154513,106.6069662",,,secondary
Hoàng Sa,106.6908062,10.7954343,106.6915233,10.7951762,"10.7954343,106.6908062;10.7954356,106.6909917;10.7953938,106.6911526;10.795342,106.6912719;10.7952617,106.6913843;10.7951762,106.6915233",,yes,tertiary
Lê Văn Sỹ,106.6622809,10.7987291,106.6609318,10.7997627,"10.7987291,106.6622809;10.7987971,106.6621925;10.7988459,106.6621288;10.7993749,106.6614376;10.7995734,106.6611783;10.7997627,106.6609318",,,secondary
Nguyễn Hữu Cảnh,106.717047,10.7895365,106.7182539,10.790836,"10.7895365,106.717047;10.7897386,106.7173968;10.7898098,106.7175073;10.7899032,106.7176342;10.7899948,106.7177383;10.7900623,106.7178038;10.7901672,106.717896;10.7902592,106.7179604;10.7904084,106.7180589;10.7906356,106.7181787;10.790836,106.7182539",,yes,primary
Nguyễn Hữu Cảnh,106.7160705,10.7890806,106.7164961,10.7892261,"10.7890806,106.7160705;10.7891805,106.7163137;10.7892261,106.7164961",,yes,primary
Cầu vượt Nguyễn Văn Linh,106.7211199,10.7324389,106.7217661,10.7363543,"10.7324389,106.7211199;10.7330016,106.7213515;10.7334234,106.7214751;10.7339232,106.7215823;10.7344206,106.721661;10.7357653,106.7217298;10.7363543,106.7217661",60,yes,trunk
Đường Nguyễn Thị Xiếu,106.7215094,10.7523036,106.7207756,10.7537693,"10.7523036,106.7215094;10.7524784,106.7213134;10.7525571,106.7212263;10.7526046,106.7211793;10.7526533,106.7211391;10.7527166,106.7210989;10.7527636,106.7210736;10.7528391,106.7210399;10.7529116,106.7210104;10.7529893,106.7209835;10.7530688,106.7209591;10.7535183,106.7208645;10.7535861,106.7208508;10.753652,106.7208306;10.7537008,106.7208115;10.7537693,106.7207756",,,tertiary
Nguyễn Hữu Cảnh,106.7139808,10.7893712,106.7138698,10.7893906,"10.7893712,106.7139808;10.7893906,106.7138698",,yes,primary
Nguyễn Văn Linh,106.7217371,10.7340112,106.7227936,10.7338316,"10.7340112,106.7217371;10.7339592,106.7218431;10.7339303,106.721941;10.7339009,106.7221048;10.7338316,106.7227936",40,yes,trunk_link
Đường tỉnh 827B,106.4680423,10.5060457,106.4660837,10.5119812,"10.5060457,106.4680423;10.5061519,106.4679013;10.5064268,106.4674747;10.5066057,106.4672639;10.5068933,106.4670512;10.5077227,106.4666099;10.5087624,106.4659708;10.5089654,106.4658377;10.5091466,106.4657435;10.5092378,106.4656981;10.5093399,106.4656817;10.5097072,106.4656962;10.510171,106.4657836;10.5119812,106.4660837",,,secondary
way_179172321,106.7814727,10.3591778,106.7795544,10.2909918,"10.3591778,106.7814727;10.3590133,106.7814621;10.3589759,106.7814608;10.3582529,106.7814127;10.3573087,106.7813779;10.3564444,106.7813752;10.3515116,106.7813542;10.3475234,106.7813051;10.3442434,106.7813018;10.3440274,106.7812975;10.3415073,106.7812621;10.3396392,106.78123;10.3384013,106.7812145;10.3346717,106.7811236;10.332673,106.7811778;10.3294432,106.7812622;10.3286119,106.781224;10.3272241,106.7812675;10.3256487,106.781297;10.3244877,106.7812809;10.3242211,106.7812568;10.3240127,106.7812166;10.3238557,106.7811978;10.3233926,106.781171;10.3220864,106.7811549;10.3214741,106.7812327;10.3208171,106.7813373;10.3205928,106.7813373;10.3204423,106.7813426;10.3201399,106.7813135;10.3201025,106.7813099;10.3195672,106.7812486;10.3150838,106.7807348;10.3143553,106.7806559;10.3129557,106.7805044;10.3127422,106.7804843;10.3125408,106.7804594;10.312089,106.7804105;10.3120026,106.7804012;10.3117408,106.7803743;10.3114872,106.7803453;10.3113119,106.7803341;10.3107881,106.7803001;10.3103591,106.7802572;10.3101818,106.7802389;10.3100702,106.7802269;10.3088925,106.7800976;10.3082623,106.780026;10.307865,106.7799844;10.3071849,106.7799127;10.3067824,106.7798712;10.3051851,106.7797024;10.3047349,106.7796458;10.3044516,106.7796122;10.3043256,106.7795936;10.3041364,106.7795712;10.3041007,106.7795639;10.3029529,106.7790887;10.3025697,106.7789213;10.3022604,106.7787892;10.3015984,106.7785181;10.3009089,106.7782327;10.3006262,106.7781105;10.299955,106.7778319;10.2996415,106.7777023;10.2994053,106.777609;10.2976555,106.7768848;10.2975378,106.7768388;10.2972058,106.7767082;10.2968984,106.7766062;10.296518,106.7767534;10.2960418,106.7770367;10.2954333,106.7774132;10.2942432,106.778136;10.2939711,106.7783185;10.2938045,106.7784225;10.2931612,106.7788238;10.2922852,106.7793775;10.2919973,106.7795563;10.2916052,106.7798161;10.2914703,106.7798957;10.2911736,106.7797247;10.2910697,106.7796421;10.2909918,106.7795544",,,tertiary
Mai Tự Thừa,106.4047738,10.604302,106.4060791,10.6051004,"10.604302,106.4047738;10.6051004,106.4060791",,,tertiary
Trần Công Tường,106.6836661,10.3534512,106.6751674,10.3546461,"10.3534512,106.6836661;10.3532225,106.6833252;10.3531566,106.6831817;10.3531107,106.6829708;10.3530983,106.6828504;10.3530896,106.6827661;10.3531006,106.6825517;10.3531365,106.6823562;10.3533409,106.6813683;10.3533692,106.6812306;10.3537089,106.6795778;10.3537395,106.6794289;10.3539122,106.6786559;10.3539478,106.6784965;10.3539822,106.6783626;10.3539948,106.6783135;10.3540652,106.6779706;10.3541729,106.6774457;10.3542489,106.6770865;10.3543584,106.6765691;10.354395,106.6763961;10.3544523,106.6761254;10.3544873,106.6759186;10.3545551,106.6755335;10.3545776,106.675443;10.3546461,106.6751674",,,secondary
Nguyễn Trãi,106.710305,10.3112815,106.7081244,10.3169598,"10.3112815,106.710305;10.3113449,106.7102259;10.3113917,106.7101659;10.3114259,106.710112;10.3116319,106.7098812;10.3116949,106.7098463;10.3117632,106.7098356;10.3118054,106.709839;10.311874,106.7098591;10.3120931,106.7100213;10.3123253,106.7102306;10.3125654,106.710425;10.3127726,106.7105605;10.3129718,106.7106342;10.3131037,106.710657;10.3132106,106.7106463;10.3132871,106.7106208;10.3133795,106.7105927;10.3134547,106.7105712;10.3135246,106.7105323;10.3136512,106.7104541;10.3143869,106.7099499;10.3152456,106.7093481;10.3160055,106.7088063;10.31606,106.7087589;10.3163347,106.7085654;10.3169433,106.7081368;10.3169598,106.7081244",,,tertiary
Nguyễn Văn Côn,106.7195089,10.3200301,106.7118755,10.3164437,"10.3200301,106.7195089;10.3187496,106.7194198;10.318111,106.7193796;10.3178059,106.7193611;10.3175082,106.7193431;10.3170053,106.7192978;10.3167731,106.7192763;10.3166583,106.7192575;10.3165455,106.7192364;10.3164709,106.7192025;10.316412,106.7191606;10.3163786,106.7190832;10.3163641,106.7190309;10.3163634,106.718982;10.3163927,106.7187442;10.3164054,106.7185636;10.3164287,106.7183791;10.316467,106.7180452;10.3165508,106.7174161;10.3166359,106.7166236;10.3166748,106.7162988;10.3167316,106.7158248;10.3167417,106.7157307;10.3167567,106.7156061;10.3167803,106.7154035;10.3168021,106.715249;10.3168509,106.7149164;10.3168584,106.7148604;10.3169042,106.7144566;10.3169486,106.7141506;10.316967,106.7140071;10.3169842,106.7138502;10.3169961,106.7137268;10.3170079,106.7135632;10.3170096,106.7134088;10.3170127,106.7133213;10.3169986,106.713136;10.3165321,106.7121152;10.3164437,106.7118755",,,tertiary
ĐH.04,106.6978502,10.2881635,106.7157448,10.3068382,"10.2881635,106.6978502;10.2884954,106.6983022;10.2887051,106.6986082;10.2888357,106.698795;10.289023,106.6990948;10.2894579,106.6998371;10.2896043,106.7000869;10.2897266,106.7002957;10.2897589,106.700352;10.2899007,106.7005994;10.2902587,106.7012239;10.2902916,106.7012813;10.2906108,106.7018722;10.2907987,106.7022733;10.2908044,106.7022855;10.2909832,106.702667;10.2911406,106.7030031;10.2911944,106.7031042;10.2912848,106.7032742;10.2914087,106.7035142;10.2915328,106.7037543;10.2915667,106.7038305;10.2916646,106.7040507;10.2917887,106.7043296;10.2918051,106.7043666;10.2923068,106.7054744;10.2928207,106.7065841;10.2929183,106.7067866;10.293082,106.7071353;10.2931993,106.7073833;10.2932488,106.7074749;10.293281,106.7075294;10.2934788,106.7079312;10.2935939,106.7081545;10.2936731,106.7083007;10.2937581,106.7084715;10.2938605,106.7086802;10.2939713,106.708876;10.2940729,106.7090571;10.2941112,106.7091288;10.2941495,106.7091979;10.2941669,106.7092333;10.2942279,106.7093515;10.2944028,106.7097112;10.2945302,106.7099737;10.2946908,106.7102759;10.2947199,106.7103207;10.2948582,106.7105584;10.2949504,106.7107052;10.2951067,106.7109382;10.2953163,106.7112257;10.2955113,106.7115152;10.2957081,106.7118074;10.2957248,106.7118246;10.2957524,106.7118529;10.2958068,106.7119217;10.2958671,106.7119762;10.295911,106.7120035;10.2959704,106.7120209;10.2960166,106.712029;10.2960587,106.7120267;10.2962191,106.7120082;10.2963772,106.7119608;10.2968609,106.7118403;10.2970144,106.7118256;10.297077,106.7118235;10.2970969,106.7118315;10.2971131,106.7118446;10.2971292,106.711861;10.2971593,106.7119012;10.2973119,106.7121653;10.2973331,106.7122018;10.2974601,106.7124008;10.2977441,106.712846;10.2978272,106.7129872;10.297856,106.7130361;10.2979271,106.7131569;10.2980294,106.7133308;10.2981227,106.7134893;10.2984306,106.7140126;10.2984586,106.7140602;10.2987339,106.7144251;10.2989668,106.7147338;10.2991363,106.7149589;10.2992269,106.7150793;10.2996846,106.7156659;10.2997758,106.7157827;10.3003332,106.7164692;10.3005304,106.716736;10.3009594,106.7173165;10.3010967,106.7174882;10.3011671,106.7175538;10.3012062,106.7175704;10.301251,106.7175758;10.3013405,106.7175615;10.3015236,106.7175015;10.3022294,106.717223;10.3026907,106.7170249;10.3032335,106.7167308;10.3038558,106.7165278;10.3046433,106.7163326;10.3055623,106.7161018;10.3065312,106.7158397;10.3068382,106.7157448",,,tertiary
Đường huyện 15,106.6273798,10.3501395,106.6031461,10.3439798,"10.3501395,106.6273798;10.3501382,106.6273329;10.3501419,106.6272124;10.3501483,106.6270016;10.3501533,106.6268367;10.3501642,106.6264466;10.3501712,106.6260588;10.3501703,106.625981;10.3501738,106.6257155;10.3501857,106.6253829;10.3501791,106.625116;10.3501764,106.6250221;10.3501675,106.624943;10.3501514,106.6248438;10.3501316,106.6247365;10.3500617,106.6244347;10.3499748,106.6240144;10.3499104,106.6237122;10.3498625,106.6234866;10.3497714,106.6231111;10.3496975,106.6227946;10.3496496,106.6225655;10.3496302,106.6224458;10.3496246,106.6223835;10.349621,106.6223426;10.3496374,106.6221697;10.3497415,106.6214808;10.3497869,106.6211804;10.3499209,106.6204584;10.3500894,106.6199863;10.3502485,106.6196323;10.3503071,106.6195022;10.3503464,106.6193688;10.3503566,106.619211;10.3503176,106.6189027;10.3502688,106.6187297;10.3501545,106.618509;10.3498347,106.6179915;10.349526,106.6174183;10.3494156,106.6172149;10.3493501,106.6170856;10.3491936,106.6167837;10.3488123,106.6161521;10.348746,106.6160644;10.3486297,106.6159255;10.3485221,106.6158235;10.3483917,106.6157312;10.3482348,106.6156246;10.3480445,106.6154869;10.3479376,106.6154091;10.3478439,106.6153329;10.3473969,106.6148738;10.3473044,106.6147976;10.3472529,106.6147654;10.3471984,106.6147492;10.3470542,106.6147254;10.3469173,106.6147112;10.3467051,106.6146891;10.3466025,106.6146635;10.3465425,106.6146487;10.3465101,106.6146373;10.3464799,106.6146187;10.3463961,106.6145534;10.3461136,106.6143107;10.3458241,106.6140372;10.3455388,106.6137772;10.3454858,106.6137254;10.3452898,106.6135141;10.3451339,106.613305;10.3450494,106.6131868;10.3449545,106.6130481;10.3447672,106.6127775;10.3447211,106.6127133;10.3446433,106.6126061;10.3445197,106.612423;10.3444174,106.6122594;10.3443295,106.6120949;10.3442469,106.6119289;10.3441957,106.6118173;10.3441413,106.6116982;10.3441005,106.6115956;10.3441104,106.6114674;10.3441254,106.6113439;10.3441349,106.6111142;10.3441468,106.6106098;10.3441552,106.6102898;10.3441499,106.6099853;10.3441445,106.6093743;10.3441307,106.6087535;10.3441138,106.6081586;10.3441094,106.6072563;10.3441008,106.6068077;10.3440891,106.6063798;10.3440405,106.6046112;10.3440326,106.6041599;10.3440019,106.6034317;10.3439798,106.6031461",,,tertiary
ĐH.08B,106.6986082,10.2887051,106.7087044,10.3073935,"10.2887051,106.6986082;10.2890358,106.6984274;10.2892049,106.6982774;10.2892503,106.6981905;10.2893536,106.6979786;10.2894266,106.6977014;10.289507,106.6972845;10.2895159,106.6972131;10.2895744,106.6968993;10.2896394,106.6965714;10.2896913,106.6964031;10.2897215,106.6962817;10.2897884,106.6961154;10.2899177,106.6958927;10.2900721,106.695642;10.2901763,106.6954945;10.2902618,106.6953988;10.2904455,106.6952665;10.2905704,106.6951864;10.2908177,106.6950479;10.2910591,106.6949192;10.2911236,106.6948864;10.2911871,106.6948548;10.2913204,106.6948025;10.2914935,106.6947357;10.2916377,106.6946659;10.2918231,106.6945598;10.2921293,106.6943546;10.2922691,106.6942714;10.2923175,106.6942487;10.292376,106.6942312;10.2924267,106.6942296;10.2924794,106.6942434;10.2925462,106.6942808;10.2929748,106.6945881;10.2932443,106.6947971;10.2934805,106.6949889;10.2937486,106.6952078;10.2941224,106.6955383;10.2941959,106.6956092;10.2943784,106.6958421;10.2946391,106.6962261;10.2947476,106.6963747;10.2948582,106.6965243;10.2950581,106.6968685;10.2951206,106.6969737;10.2951774,106.6970532;10.2951935,106.6970683;10.2952103,106.6970797;10.2954627,106.6973038;10.295593,106.6974096;10.295729,106.6975168;10.2961275,106.6978348;10.2963185,106.6979998;10.2965179,106.6982069;10.2965783,106.6982697;10.2966982,106.6983994;10.2970033,106.6987284;10.2970379,106.6987681;10.2970751,106.6987907;10.2973321,106.6989143;10.2976178,106.6990283;10.297903,106.6991465;10.297949,106.6991786;10.2984012,106.6994923;10.2986754,106.699727;10.2989709,106.6999585;10.2991596,106.7001213;10.2992625,106.7002219;10.2993497,106.7003197;10.2994329,106.7004347;10.2996433,106.7007301;10.2999025,106.7010587;10.3001864,106.7013887;10.3004184,106.7016649;10.3006521,106.7019189;10.3009111,106.702189;10.3010145,106.7022982;10.3011639,106.7024562;10.3013878,106.7026882;10.301424,106.7027306;10.3016271,106.7029926;10.3017445,106.7031526;10.3018384,106.7032885;10.3018978,106.70337;10.301952,106.7034443;10.3021032,106.7036517;10.3022367,106.7038348;10.3022776,106.7038799;10.3023568,106.7039672;10.3024346,106.7040387;10.3025085,106.704095;10.302556,106.7041225;10.302709,106.704213;10.3029382,106.7043349;10.3033296,106.704536;10.3039639,106.7048618;10.3045471,106.7051945;10.3050114,106.7055101;10.3050606,106.7055599;10.3050828,106.7055823;10.3051349,106.7056858;10.3052231,106.7059774;10.3053115,106.7064047;10.3053308,106.7064983;10.3053757,106.7066191;10.3055363,106.7068587;10.3062318,106.7074756;10.3068174,106.7080181;10.3070738,106.7083472;10.3072525,106.708576;10.3073687,106.7086847;10.3073935,106.7087044",,,tertiary
Trương Định,106.7162201,10.3203529,106.7157307,10.3167417,"10.3203529,106.7162201;10.3203051,106.7161714;10.3195848,106.716067;10.3189224,106.7159785;10.3182769,106.715901;10.3179368,106.7158632;10.3175575,106.715825;10.3174563,106.7158136;10.3171043,106.7157733;10.3167417,106.7157307",,yes,tertiary
ĐH.31,106.3689548,10.4851697,106.3463705,10.5009105,"10.4851697,106.3689548;10.4852537,106.3688662;10.4867542,106.3676403;10.4871921,106.3672775;10.4872911,106.3672016;10.4883006,106.3663784;10.4883301,106.3663539;10.4887591,106.3660068;10.489348,106.3655212;10.4894109,106.3654698;10.4899467,106.3650475;10.4903153,106.3647309;10.4908433,106.3642996;10.4912854,106.3639384;10.4918016,106.3635006;10.4918402,106.3634678;10.4929642,106.3625124;10.4935588,106.362007;10.4946385,106.3611816;10.4953196,106.3605944;10.4955929,106.3603796;10.4957001,106.3602887;10.4974697,106.3586883;10.4981739,106.3580857;10.498382,106.3579089;10.4988901,106.3574863;10.4998518,106.3566866;10.4999172,106.3560647;10.5002251,106.3531376;10.5002359,106.3530334;10.5004685,106.3504291;10.5007619,106.348182;10.5007894,106.3479687;10.5008828,106.3470706;10.5009036,106.346847;10.5009273,106.3464931;10.5009105,106.3463705",,,tertiary
ĐH.26B,106.4537,10.3937785,106.4081617,10.3841224,"10.3937785,106.4537;10.3936901,106.4533566;10.393643,106.4530868;10.3935934,106.4528025;10.393531,106.4524447;10.3934614,106.4520456;10.393385,106.4516078;10.3933499,106.4514067;10.3933391,106.4513545;10.3932468,106.4508867;10.3932283,106.4507925;10.3931943,106.4506061;10.3931057,106.4501202;10.3931016,106.4500979;10.3930526,106.4498235;10.3930231,106.4496588;10.3930033,106.4495482;10.3929542,106.4492737;10.3929381,106.4491832;10.3929064,106.4489767;10.3927791,106.4483262;10.3926862,106.4478332;10.3924036,106.4463333;10.392398,106.4462971;10.3923956,106.4462672;10.3923764,106.4461598;10.3922294,106.4453389;10.3921905,106.445122;10.3919522,106.4437914;10.391825,106.4430875;10.3918104,106.4430067;10.3917156,106.4424816;10.3916226,106.4419669;10.391533,106.4414707;10.3914457,106.4409877;10.3912705,106.4400123;10.3911226,106.4391891;10.3911176,106.4391614;10.3910159,106.4385944;10.3907888,106.4373284;10.3907503,106.4371135;10.3906707,106.4366701;10.3901233,106.4336184;10.3900882,106.4333343;10.3898648,106.431832;10.3898298,106.4312907;10.3898078,106.4309496;10.3897814,106.4304923;10.3897751,106.4300671;10.3898734,106.4282531;10.3899809,106.4264623;10.3899844,106.4260189;10.389977,106.4259191;10.3899439,106.4254698;10.3898527,106.4249036;10.389836,106.4247694;10.3898225,106.4246604;10.3897923,106.4244171;10.389697,106.4238605;10.3896771,106.4237615;10.389639,106.4235722;10.3895614,106.4233093;10.3893857,106.4227715;10.3893435,106.4226428;10.3893117,106.4225458;10.3893039,106.4225221;10.3892,106.4222512;10.3890031,106.4217402;10.3888212,106.4212222;10.3888084,106.4211916;10.3887866,106.4211356;10.3878291,106.4184628;10.3874441,106.417391;10.3870535,106.4163154;10.3866809,106.4152675;10.3861983,106.4139247;10.3857271,106.4126138;10.3856518,106.4124009;10.3852933,106.4113883;10.3852091,106.4111767;10.3851338,106.4109677;10.3849508,106.4104642;10.3846725,106.4096823;10.3844907,106.4091798;10.3844111,106.4089597;10.3841404,106.4082115;10.3841224,106.4081617",,,tertiary
